"Species" "Domain" "Min.sup" "Max.sup" "Classif" "NaCl." "Unit" "Year" "Genus" "Family" "Order" "Class" "Phylum" "Kingdom"
"151" "Occultella aeris" "B" 0.0855578370978782 1.02669404517454 "Moderate" "s" "p" 2021 "Occultella" "Ruaniaceae" "Micrococcales" "Actinomycetes" "Actinomycetota" "Bacillati"
"152" "Parashewanella tropica" "B" 0.0855578370978782 1.02669404517454 "Slight" "s" "p" 2019 "Parashewanella" "Shewanellaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"153" "Parasphingopyxis algicola" "B" 0 1.02669404517454 "Slight" "s" "p" 2017 "Parasphingopyxis" "Sphingomonadaceae" "Sphingomonadales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"155" "Pontibacterium granulatum" "B" 0.171115674195756 1.02669404517454 "Moderate" "s" "p" 2017 "Pontibacterium" "Oceanospirillaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"156" "Lishizhenia tianjinensis" "B" 0.0855578370978782 1.11225188227242 "Moderate" "s" "p" 2009 "Lishizhenia" "Crocinitomicaceae" "Flavobacteriales" "Flavobacteriia" "Bacteroidota" "Pseudomonadati"
"157" "Microbulbifer epialgicus" "B" 0.0855578370978782 1.11225188227242 "Slight" "s" "p" 2009 "Microbulbifer" "Microbulbiferaceae" "Cellvibrionales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"158" "Dethiosulfovibrio acidaminovorans" "B" 0.0855578370978782 1.19780971937029 "Slight" "s" "p" 2001 "Dethiosulfovibrio" "Dethiosulfovibrionaceae" "Synergistales" "Synergistia" "Synergistota" "Thermotogati"
"159" "Dethiosulfovibrio salsuginis" "B" 0.0171115674195756 1.19780971937029 "Slight" "s" "p" 2010 "Dethiosulfovibrio" "Dethiosulfovibrionaceae" "Synergistales" "Synergistia" "Synergistota" "Thermotogati"
"160" "Dokdonia donghaensis" "B" 0.0855578370978782 1.19780971937029 "Slight" "s" "p" 2005 "Dokdonia" "Flavobacteriaceae" "Flavobacteriales" "Flavobacteriia" "Bacteroidota" "Pseudomonadati"
"161" "Erythrobacter dokdonensis" "B" 0 1.19780971937029 "Slight" "s" "p" 2006 "Erythrobacter" "Erythrobacteraceae" "Sphingomonadales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"162" "Erythrobacter donghaensis" "B" 0 1.19780971937029 "Slight" "s" "p" 2004 "Erythrobacter" "Erythrobacteraceae" "Sphingomonadales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"163" "Gallaecimonas pentaromativorans" "B" 0 1.19780971937029 "Tolerant" "s" "p" 2010 "Gallaecimonas" "Gallaecimonadaceae" "Enterobacterales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"164" "Lunatibacter salilacus" "B" 0 1.19780971937029 "Slight" "s" "p" 2021 "Lunatibacter" "Cyclobacteriaceae" "Cytophagales" "Cytophagia" "Bacteroidota" "Pseudomonadati"
"165" "Microbulbifer variabilis" "B" 0.0855578370978782 1.19780971937029 "Slight" "s" "p" 2009 "Microbulbifer" "Microbulbiferaceae" "Cellvibrionales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"166" "Photobacterium ganghwense" "B" 0.171115674195756 1.19780971937029 "No Class" "s" "p" 2006 "Photobacterium" "Vibrionaceae" "Vibrionales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"167" "Pseudooceanicola flagellatus" "B" 0.0855578370978782 1.28336755646817 "Moderate" "s" "p" 2014 "Pseudooceanicola" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"168" "Sphaerochaeta halotolerans" "B" 0 1.28336755646817 "Tolerant" "s" "p" 2020 "Sphaerochaeta" "Sphaerochaetaceae" "Spirochaetales" "Spirochaetia" "Spirochaetota" "Pseudomonadati"
"169" "Hahella chejuensis" "B" 0.171115674195756 1.36892539356605 "Slight" "s" "p" 2001 "Hahella" "Hahellaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"170" "Halomonas alkalicola" "B" 0 1.36892539356605 "Moderate" "s" "p" 2017 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"171" "Oceanobacillus arenosus" "B" 0 1.36892539356605 "Moderate" "s" "p" 2015 "Oceanobacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"172" "Parahaliea aestuarii" "B" 0 1.36892539356605 "Tolerant" "s" "p" 2017 "Parahaliea" "Halieaceae" "Cellvibrionales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"173" "Robertmurraya korlensis" "B" 0 1.36892539356605 "Tolerant" "s" "p" 2009 "Robertmurraya" "Cytobacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"175" "Algoriphagus locisalis" "B" 0 1.54004106776181 "Slight" "s" "p" 2005 "Algoriphagus" "Cyclobacteriaceae" "Cytophagales" "Cytophagia" "Bacteroidota" "Pseudomonadati"
"177" "Aliiglaciecola aliphaticivorans" "B" 0.171115674195756 1.54004106776181 "Slight" "s" "p" 2015 "Aliiglaciecola" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"178" "Alteromonas naphthalenivorans" "B" 0.0855578370978782 1.54004106776181 "Tolerant" "s" "p" 2015 "Alteromonas" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"179" "Christiangramia oceanisediminis" "B" 0 1.54004106776181 "Moderate" "s" "p" 2023 "Christiangramia" "Flavobacteriaceae" "Flavobacteriales" "Flavobacteriia" "Bacteroidota" "Pseudomonadati"
"181" "Mariniphaga anaerophila" "B" 0 1.54004106776181 "Moderate" "s" "p" 2014 "Mariniphaga" "Prolixibacteraceae" "Bacteroidales" "Bacteroidia" "Bacteroidota" "Pseudomonadati"
"182" "Microbulbifer gwangyangensis" "B" 0 1.54004106776181 "Tolerant" "s" "p" 2013 "Microbulbifer" "Microbulbiferaceae" "Cellvibrionales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"183" "Paracoccus salsus" "B" 0.342231348391513 1.54004106776181 "Slight" "s" "p" 2022 "Paracoccus" "Paracoccaceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"186" "Bacillus ectoiniformans" "B" 0 1.71115674195756 "Tolerant" "s" "p" 2016 "Bacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"187" "Cytobacillus luteolus" "B" 0 1.71115674195756 "Tolerant" "s" "p" 2011 "Cytobacillus" "Cytobacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"188" "Evansella tamaricis" "B" 0 1.71115674195756 "Slight" "s" "p" 2018 "Evansella" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"190" "Gracilimonas sediminicola" "B" 0 1.71115674195756 "Tolerant" "s" "p" 2023 "Gracilimonas" "Balneolaceae" "Balneolales" "Balneolia" "Balneolota" "Pseudomonadati"
"191" "Halalkalibacterium ligniniphilum" "B" 0 1.71115674195756 "Tolerant" "s" "p" 2014 "Halalkalibacterium" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"193" "Pelagivirga sediminicola" "B" 0.171115674195756 1.71115674195756 "Slight" "s" "p" 2018 "Pelagivirga" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"194" "Roseivirga pacifica" "B" 0.0855578370978782 1.71115674195756 "Moderate" "s" "p" 2013 "Roseivirga" "Roseivirgaceae" "Cytophagales" "Cytophagia" "Bacteroidota" "Pseudomonadati"
"195" "Streptomyces durbertensis" "B" 0 1.71115674195756 "Moderate" "s" "p" 2018 "Streptomyces" "Streptomycetaceae" "Kitasatosporales" "Actinomycetes" "Actinomycetota" "Bacillati"
"196" "Thioclava sediminum" "B" 0 1.71115674195756 "Tolerant" "s" "p" 2017 "Thioclava" "Paracoccaceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"197" "Vibrio ruber" "B" 0.171115674195756 1.71115674195756 "No Class" "s" "p" 2003 "Vibrio" "Vibrionaceae" "Vibrionales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"199" "Exiguobacterium profundum" "B" 0 1.88227241615332 "Tolerant" "s" "p" 2007 "Exiguobacterium" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"200" "Streptomyces daqingensis" "B" 0 1.88227241615332 "Moderate" "s" "p" 2016 "Streptomyces" "Streptomycetaceae" "Kitasatosporales" "Actinomycetes" "Actinomycetota" "Bacillati"
"201" "Aestuariicoccus marinus" "B" 0.0855578370978782 2.05338809034908 "Tolerant" "s" "p" 2018 "Aestuariicoccus" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"202" "Cellulomonas pakistanensis" "B" 0 2.05338809034908 "Tolerant" "s" "p" 2014 "Cellulomonas" "Cellulomonadaceae" "Micrococcales" "Actinomycetes" "Actinomycetota" "Bacillati"
"203" "Marinospirillum celere" "B" 0.0855578370978782 2.05338809034908 "No Class" "s" "p" 2009 "Marinospirillum" "Oceanospirillaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"204" "Prolixibacter denitrificans" "B" 0.171115674195756 2.22450376454483 "Moderate" "s" "p" 2015 "Prolixibacter" "Prolixibacteraceae" "Bacteroidales" "Bacteroidia" "Bacteroidota" "Pseudomonadati"
"205" "Roseovarius aquimarinus" "B" 0.171115674195756 2.22450376454483 "Slight" "s" "p" 2015 "Roseovarius" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"206" "Terribacillus goriensis" "B" 0 2.39561943874059 "Tolerant" "s" "p" 2007 "Terribacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"207" "Exiguobacterium marinum" "B" 0 2.90896646132786 "Slight" "s" "p" 2005 "Exiguobacterium" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"208" "Exiguobacterium aestuarii" "B" 0 3.25119780971937 "Slight" "s" "p" 2005 "Exiguobacterium" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"209" "Marinobacter fonticola" "B" 0 3.25119780971937 "Tolerant" "s" "p" 2020 "Marinobacter" "Alteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"210" "Planococcus halocryophilus" "B" 0 3.25119780971937 "Tolerant" "s" "p" 2012 "Planococcus" "Caryophanaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"211" "Nesterenkonia aurantiaca" "B" 0.000513347022587269 3.42231348391513 "No Class" "s" "p" 2016 "Nesterenkonia" "Micrococcaceae" "Micrococcales" "Actinomycetes" "Actinomycetota" "Bacillati"
"212" "Pseudalkalibacillus salsuginis" "B" 0 3.42231348391513 "Tolerant" "s" "p" 2022 "Pseudalkalibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"213" "Roseovarius gahaiensis" "B" 0.0855578370978782 3.42231348391513 "No Class" "s" "p" 2020 "Roseovarius" "Roseobacteraceae" "Rhodobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"214" "Desulfocurvus thunnarius" "B" 0 0.855578370978782 "Tolerant" "s" "g" 2013 "Desulfocurvus" "Desulfovibrionaceae" "Desulfovibrionales" "Deltaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"219" "Haloarcula limicola" "A" 0.9 4.8 "No Class" "s" "m" 2014 "Haloarcula" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"220" "Haloarcula salina" "A" 0.9 4.8 "No Class" "s" "m" 2015 "Haloarcula" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"221" "Halobaculum rubrum" "A" 1.7 4.8 "Extreme" "s" "m" 2022 "Halobaculum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"222" "Salinirubellus salinus" "A" 1.4 4.8 "No Class" "s" "m" 2018 "Salinirubellus" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"223" "Haloplanus aerogenes" "A" 1.4 5.1 "Extreme" "s" "m" 2011 "Haloplanus" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"224" "Natranaerobius trueperi" "B" 1.5 3.8 "No Class" "s" "m" 2009 "Natranaerobius" "Natranaerobiaceae" "Natranaerobiales" "Clostridia" "Bacillota" "Bacillati"
"225" "Natranaerobius thermophilus" "B" 1.5 3.3 "Extreme" "s" "m" 2007 "Natranaerobius" "Natranaerobiaceae" "Natranaerobiales" "Clostridia" "Bacillota" "Bacillati"
"226" "Natronovirga wadinatrunensis" "B" 1.7 3.7 "Extreme" "s" "m" 2009 "Natronovirga" "Natranaerobiaceae" "Natranaerobiales" "Clostridia" "Bacillota" "Bacillati"
"227" "Methanohalophilus halophilus" "A" 0.3 3.5 "Moderate" "s" "m" 1991 "Methanohalophilus" "Methanosarcinaceae" "Methanosarcinales" "Methanosarcinia" "Methanobacteriota" "Methanobacteriati"
"228" "Kordiimonas pumila" "B" 0.171115674195756 0.684462696783025 "Slight" "s" "p" 2018 "Kordiimonas" "Temperatibacteraceae" "Kordiimonadales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"229" "Maridesulfovibrio hydrothermalis" "B" 0 0.684462696783025 "Slight" "s" "p" 2003 "Maridesulfovibrio" "Desulfovibrionaceae" "Desulfovibrionales" "Deltaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"230" "Salibacterium halochares" "B" 1 4 "Moderate" "s" "m" 2010 "Salibacterium" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"231" "Halobacterium sodomense" "A" 0.5 4.3 "No Class" "s" "m" 1983 "Halobacterium" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"233" "Halopiger thermotolerans" "A" 1.7 4.6 "No Class" "s" "m" 2016 "Halopiger" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"234" "Halovibrio denitrificans" "B" 2 5 "Extreme" "s" "m" 2006 "Halovibrio" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"235" "Natronorubrum daqingense" "A" 1.7 5.137 "Extreme" "s" "m" 2010 "Natronorubrum" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"236" "Pseudoalteromonas denitrificans" "B" 0.256673511293635 0.94113620807666 "No Class" "s" "p" 1987 "Pseudoalteromonas" "Pseudoalteromonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"237" "Psychrobacillus vulpis" "B" 0 0.94113620807666 "Slight" "s" "p" 2020 "Psychrobacillus" "Caryophanaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"238" "Oleiagrimonas citrea" "B" 0 1.02669404517454 "Slight" "s" "p" 2017 "Oleiagrimonas" "Rhodanobacteraceae" "Lysobacterales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"239" "Litoribacter ruber" "B" 0 1.54004106776181 "Tolerant" "s" "p" 2010 "Litoribacter" "Cytophagaceae" "Cytophagales" "Cytophagia" "Bacteroidota" "Pseudomonadati"
"241" "Mesobacillus persicus" "B" 0.0855578370978782 1.71115674195756 "Slight" "s" "p" 2013 "Mesobacillus" "Cytobacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"242" "Oleidesulfovibrio alaskensis" "B" 0 1.71115674195756 "Moderate" "s" "p" 2004 "Oleidesulfovibrio" "Desulfovibrionaceae" "Desulfovibrionales" "Deltaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"243" "Alkalibacterium thalassium" "B" 0 1.88227241615332 "Slight" "s" "p" 2009 "Alkalibacterium" "Carnobacteriaceae" " Lactobacillales" "Bacilli" "Bacillota" "Bacillati"
"244" "Salinivibrio costicola" "B" 0 2.13894592744695 "Tolerant" "s" "p" 2000 "Salinivibrio" "Vibrionaceae" "Vibrionales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"245" "Nocardiopsis sinuspersici" "B" 0 2.56673511293635 "Tolerant" "s" "p" 2010 "Nocardiopsis" "Nocardiopsidaceae" "Streptosporangiales" "Actinomycetes" "Actinomycetota" "Bacillati"
"246" "Ornithinibacillus gellani" "B" 0.0855578370978782 2.99452429842574 "No Class" "s" "p" 2019 "Ornithinibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"247" "Nesterenkonia suensis" "B" 0 3.08008213552361 "Moderate" "s" "p" 2013 "Nesterenkonia" "Micrococcaceae" "Micrococcales" "Actinomycetes" "Actinomycetota" "Bacillati"
"248" "Alkalibacterium kapii" "B" 0 3.59342915811088 "Slight" "s" "p" 2009 "Alkalibacterium" "Carnobacteriaceae" " Lactobacillales" "Bacilli" "Bacillota" "Bacillati"
"249" "Halomonas radicis" "B" 0 4.27789185489391 "Tolerant" "s" "p" 2020 "Halomonas" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"250" "Kushneria endophytica" "B" 0.0855578370978782 4.27789185489391 "Moderate" "s" "p" 2019 "Kushneria" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"251" "Kushneria phyllosphaerae" "B" 0.0855578370978782 4.27789185489391 "Moderate" "s" "p" 2018 "Kushneria" "Halomonadaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"252" "Rossellomorea arthrocnemi" "B" 0 4.27789185489391 "Tolerant" "s" "p" 2021 "Rossellomorea" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"253" "Salinisphaera hydrothermalis" "B" 0.171115674195756 4.27789185489391 "Tolerant" "s" "p" 2009 "Salinisphaera" "Salinisphaeraceae" "Nevskiales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"254" "Halolactibacillus alkaliphilus" "B" 0.0855578370978782 5.13347022587269 "Moderate" "s" "p" 2008 "Halolactibacillus" "Bacillaceae" "Caryophanales" "Bacilli" "Bacillota" "Bacillati"
"256" "Halorubrum aidingense" "A" 1.7 4.3 "Extreme" "s" "m" 2006 "Halorubrum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"257" "Haloparvum alkalitolerans" "A" 2.1 4.7 "No Class" "s" "m" 2016 "Haloparvum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"258" "Haloarcula laminariae" "A" 1.4 4.8 "Extreme" "s" "m" 2023 "Haloarcula" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"259" "Halorubrum lipolyticum" "A" 1.7 4.8 "Extreme" "s" "m" 2006 "Halorubrum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"260" "Halorussus pelagicus" "A" 2 4.8 "No Class" "s" "m" 2022 "Halorussus" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"261" "Halostella litorea" "A" 1.4 4.8 "No Class" "s" "m" 2020 "Halostella" "Natronoarchaeaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"262" "Halostella pelagica" "A" 1.4 4.8 "No Class" "s" "m" 2020 "Halostella" "Natronoarchaeaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"263" "Natrinema halophilum" "A" 1.4 4.8 "Extreme" "s" "m" 2022 "Natrinema" "Natrialbaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"264" "Natronoarchaeum rubrum" "A" 1.4 4.8 "No Class" "s" "m" 2014 "Natronoarchaeum" "Natronoarchaeaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"265" "Salinigranum salinum" "A" 0.9 4.8 "Extreme" "s" "m" 2016 "Salinigranum" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"266" "Halomarina oriensis" "A" 1.7 5 "Extreme" "s" "m" 2011 "Halomarina" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"267" "Haloarchaeobius baliensis" "A" 1.7 5.1 "Extreme" "s" "m" 2016 "Haloarchaeobius" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"268" "Halobium palmae" "A" 1.7 5.1 "Extreme" "s" "m" 2016 "Halobium" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"269" "Halomicrobium zhouii" "A" 1.4 5.1 "No Class" "s" "m" 2012 "Halomicrobium" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"270" "Natribaculum breve" "A" 0.9 5.1 "Extreme" "s" "m" 2015 "Natribaculum" "Halobacteriaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"271" "Haloferax sulfurifontis" "A" 1 5.2 "Extreme" "s" "m" 2004 "Haloferax" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"272" "Ferrimonas marina" "B" 0.256673511293635 0.598904859685147 "No Class" "s" "p" 2005 "Ferrimonas" "Ferrimonadaceae" "Alteromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"273" "Plesiocystis pacifica" "B" 0.171115674195756 0.684462696783025 "Slight" "s" "p" 2003 "Plesiocystis" "Nannocystaceae" "Myxococcales" "Deltaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"274" "Rubrobacter tropicus" "B" 0.171115674195756 0.684462696783025 "Slight" "s" "p" 2020 "Rubrobacter" "Rubrobacteraceae" "Rubrobacterales" "Rubrobacteria" "Actinomycetota" "Bacillati"
"275" "Thiohalorhabdus denitrificans" "B" 1.5 4 "Extreme" "s" "m" 2008 "Thiohalorhabdus" "Thiohalorhabdaceae" "Thiohalorhabdales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"276" "Halopenitus persicus" "A" 1.7 4.3 "Extreme" "s" "m" 2012 "Halopenitus" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"277" "Haloplanus natans" "A" 2.6 4.3 "Extreme" "s" "m" 2007 "Haloplanus" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"278" "Haloarcula argentinensis" "A" 2 4.5 "Extreme" "s" "m" 1997 "Haloarcula" "Haloarculaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"279" "Haloferax denitrificans" "A" 1.5 4.5 "Extreme" "s" "m" 1986 "Haloferax" "Haloferacaceae" "Halobacteriales" "Halobacteria" "Methanobacteriota" "Methanobacteriati"
"283" "Dongshaea marina" "B" 0.171115674195756 0.855578370978782 "No Class" "s" "p" 2019 "Dongshaea" "Aeromonadaceae" "Aeromonadales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"284" "Glycocaulis albus" "B" 0.171115674195756 0.855578370978782 "Moderate" "s" "p" 2014 "Glycocaulis" "Maricaulaceae" "Caulobacterales" "Alphaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"285" "Halospina denitrificans" "B" 2 5 "Extreme" "s" "m" 2006 "Halospina" "Hahellaceae" "Oceanospirillales" "Gammaproteobacteria" "Pseudomonadota" "Pseudomonadati"
"286" "Kordia algicida" "B" 0.171115674195756 0.855578370978782 "Moderate" "s" "p" 2004 "Kordia" "Flavobacteriaceae" "Flavobacteriales" "Flavobacteriia" "Bacteroidota" "Pseudomonadati"
"287" "Maribacter algicola" "B" 0.0855578370978782 0.855578370978782 "Moderate" "s" "p" 2020 "Maribacter" "Flavobacteriaceae" "Flavobacteriales" "Flavobacteriia" "Bacteroidota" "Pseudomonadati"
